movieId,clean_title,Total_Ratings,Average_Rating
6874,Kill Bill: Vol. 1,131,3.9618320610687023
6377,Finding Nemo,141,3.9609929078014185
1246,Dead Poets Society,86,3.9593023255813953
2997,Being John Malkovich,99,3.9545454545454546
1653,Gattaca,86,3.953488372093023
6,Heat,102,3.946078431372549
48774,Children of Men,64,3.9453125
49272,Casino Royale,81,3.9444444444444446
1265,Groundhog Day,143,3.944055944055944
99114,Django Unchained,71,3.943661971830986
1304,Butch Cassidy and the Sundance Kid,62,3.943548387096774
76093,How to Train Your Dragon,53,3.943396226415094
364,"Lion King, The",172,3.941860465116279
34405,Serenity,50,3.94
2194,"Untouchables, The",65,3.9384615384615387
3578,Gladiator,170,3.9382352941176473
1035,"Sound of Music, The",64,3.9375
3671,Blazing Saddles,62,3.935483870967742
4262,Scarface,67,3.9328358208955225
1080,Monty Python's Life of Brian,89,3.9269662921348316
16,Casino,82,3.926829268292683
1732,"Big Lebowski, The",106,3.9245283018867925
1079,"Fish Called Wanda, A",71,3.9225352112676055
3949,Requiem for a Dream,96,3.921875
5989,Catch Me If You Can,115,3.9217391304347826
1,Toy Story,215,3.9209302325581397
106782,"Wolf of Wall Street, The",54,3.9166666666666665
8368,Harry Potter and the Prisoner of Azkaban,93,3.913978494623656
88125,Harry Potter and the Deathly Hallows: Part 2,50,3.91
7143,"Last Samurai, The",62,3.903225806451613
4034,Traffic,70,3.9
55820,No Country for Old Men,64,3.8984375
1240,"Terminator, The",131,3.8969465648854964
924,2001: A Space Odyssey,109,3.8944954128440368
2762,"Sixth Sense, The",179,3.893854748603352
33166,Crash,50,3.89
69844,Harry Potter and the Half-Blood Prince,58,3.8879310344827585
1028,Mary Poppins,71,3.887323943661972
80463,"Social Network, The",57,3.8859649122807016
44191,V for Vendetta,100,3.885
46578,Little Miss Sunshine,77,3.883116883116883
919,"Wizard of Oz, The",92,3.880434782608696
1356,Star Trek: First Contact,91,3.879120879120879
71535,Zombieland,53,3.8773584905660377
1073,Willy Wonka & the Chocolate Factory,119,3.8739495798319328
1610,"Hunt for Red October, The",90,3.8722222222222222
4886,"Monsters, Inc.",132,3.871212121212121
1230,Annie Hall,58,3.8706896551724137
89745,"Avengers, The",69,3.869565217391304
7438,Kill Bill: Vol. 2,110,3.868181818181818
50872,Ratatouille,72,3.8680555555555554
4306,Shrek,170,3.8676470588235294
3897,Almost Famous,83,3.8674698795180724
68358,Star Trek,59,3.864406779661017
54503,Superbad,55,3.8636363636363638
1036,Die Hard,145,3.8620689655172415
33794,Batman Begins,116,3.8620689655172415
54001,Harry Potter and the Order of the Phoenix,58,3.8620689655172415
2700,"South Park: Bigger, Longer and Uncut",76,3.861842105263158
3114,Toy Story 2,97,3.8608247422680413
1307,When Harry Met Sally...,85,3.8588235294117648
32587,Sin City,84,3.857142857142857
2791,Airplane!,87,3.8563218390804597
223,Clerks,104,3.855769230769231
73017,Sherlock Holmes,58,3.853448275862069
30707,Million Dollar Baby,52,3.8461538461538463
150,Apollo 13,201,3.845771144278607
4963,Ocean's Eleven,119,3.8445378151260505
4848,Mulholland Drive,51,3.843137254901961
2947,Goldfinger,53,3.839622641509434
2918,Ferris Bueller's Day Off,109,3.8394495412844036
3996,"Crouching Tiger, Hidden Dragon (Wo hu cang long)",110,3.8363636363636364
8961,"Incredibles, The",125,3.836
36,Dead Man Walking,67,3.8358208955223883
590,Dances with Wolves,164,3.8353658536585367
7147,Big Fish,69,3.8333333333333335
122904,Deadpool,54,3.8333333333333335
2078,"Jungle Book, The",53,3.830188679245283
1954,Rocky,64,3.828125
3552,Caddyshack,52,3.826923076923077
59315,Iron Man,94,3.824468085106383
5418,"Bourne Identity, The",112,3.8169642857142856
40815,Harry Potter and the Goblet of Fire,71,3.816901408450704
553,Tombstone,65,3.8153846153846156
48394,"Pan's Labyrinth (Laberinto del fauno, El)",81,3.814814814814815
4239,Blow,51,3.8137254901960786
1682,"Truman Show, The",125,3.812
96079,Skyfall,50,3.81
5010,Black Hawk Down,50,3.81
63082,Slumdog Millionaire,71,3.8098591549295775
1220,"Blues Brothers, The",84,3.8095238095238093
4027,"O Brother, Where Art Thou?",94,3.8085106382978724
1961,Rain Man,96,3.8072916666666665
8636,Spider-Man 2,79,3.8037974683544302
2529,Planet of the Apes,56,3.8035714285714284
1997,"Exorcist, The",53,3.80188679245283
555,True Romance,65,3.8
4776,Training Day,51,3.7941176470588234
588,Aladdin,183,3.7923497267759565
2268,"Few Good Men, A",57,3.789473684210526
6942,Love Actually,59,3.788135593220339
3535,American Psycho,59,3.788135593220339
8665,"Bourne Supremacy, The",75,3.7866666666666666
1282,Fantasia,53,3.7830188679245285
333,Tommy Boy,50,3.78
109374,"Grand Budapest Hotel, The",52,3.7788461538461537
1968,"Breakfast Club, The",113,3.7787610619469025
6539,Pirates of the Caribbean: The Curse of the Black Pearl,149,3.778523489932886
2396,Shakespeare in Love,92,3.777173913043478
70286,District 9,65,3.776923076923077
17,Sense and Sensibility,67,3.7761194029850746
5669,Bowling for Columbine,58,3.7758620689655173
2716,Ghostbusters (a.k.a. Ghost Busters),120,3.775
8641,Anchorman: The Legend of Ron Burgundy,57,3.7719298245614037
595,Beauty and the Beast,146,3.7705479452054793
56367,Juno,65,3.769230769230769
1097,E.T. the Extra-Terrestrial,122,3.7663934426229506
337,What's Eating Gilbert Grape,77,3.7662337662337664
1374,Star Trek II: The Wrath of Khan,62,3.7661290322580645
49530,Blood Diamond,53,3.7641509433962264
4896,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone),107,3.7616822429906542
1641,"Full Monty, The",56,3.7589285714285716
480,Jurassic Park,238,3.75
1527,"Fifth Element, The",116,3.7456896551724137
3471,Close Encounters of the Third Kind,60,3.7416666666666667
1466,Donnie Brasco,52,3.7403846153846154
6333,X2: X-Men United,76,3.723684210526316
2797,Big,91,3.71978021978022
6870,Mystic River,52,3.7115384615384617
3160,Magnolia,52,3.7115384615384617
62,Mr. Holland's Opus,80,3.70625
1625,"Game, The",77,3.7012987012987013
4022,Cast Away,100,3.7
2291,Edward Scissorhands,80,3.7
3793,X-Men,133,3.699248120300752
1784,As Good as It Gets,96,3.6979166666666665
54286,"Bourne Ultimatum, The",81,3.697530864197531
3421,Animal House,62,3.693548387096774
474,In the Line of Fire,70,3.692857142857143
3911,Best in Show,53,3.688679245283019
5218,Ice Age,85,3.6882352941176473
4979,"Royal Tenenbaums, The",68,3.6838235294117645
51662,300,80,3.68125
235,Ed Wood,70,3.6785714285714284
1923,There's Something About Mary,105,3.676190476190476
2000,Lethal Weapon,75,3.6733333333333333
11,"American President, The",70,3.6714285714285713
3481,High Fidelity,75,3.6666666666666665
2599,Election,56,3.6607142857142856
52973,Knocked Up,52,3.6538461538461537
2916,Total Recall,88,3.653409090909091
1584,Contact,82,3.652439024390244
34,Babe,128,3.65234375
3052,Dogma,79,3.6455696202531644
733,"Rock, The",121,3.6404958677685952
2115,Indiana Jones and the Temple of Doom,108,3.638888888888889
5445,Minority Report,120,3.6375
161,Crimson Tide,103,3.6359223300970873
69122,"Hangover, The",76,3.6315789473684212
4720,"Others, The",55,3.6272727272727274
25,Leaving Las Vegas,76,3.625
4246,Bridget Jones's Diary,65,3.623076923076923
6378,"Italian Job, The",59,3.6186440677966103
594,Snow White and the Seven Dwarfs,77,3.616883116883117
508,Philadelphia,66,3.6136363636363638
1500,Grosse Pointe Blank,59,3.610169491525424
353,"Crow, The",64,3.609375
2640,Superman,61,3.6065573770491803
349,Clear and Present Danger,110,3.6045454545454545
72998,Avatar,97,3.6030927835051547
5816,Harry Potter and the Chamber of Secrets,102,3.5980392156862746
1393,Jerry Maguire,85,3.5941176470588236
4308,Moulin Rouge,55,3.590909090909091
3527,Predator,61,3.581967213114754
3175,Galaxy Quest,75,3.58
1639,Chasing Amy,52,3.576923076923077
8360,Shrek 2,92,3.5760869565217392
2987,Who Framed Roger Rabbit?,97,3.5721649484536084
2005,"Goonies, The",57,3.5701754385964914
163,Desperado,66,3.5606060606060606
165,Die Hard: With a Vengeance,144,3.5555555555555554
551,"Nightmare Before Christmas, The",93,3.553763440860215
3751,Chicken Run,78,3.551282051282051
35836,"40-Year-Old Virgin, The",74,3.5472972972972974
440,Dave,76,3.5460526315789473
2395,Rushmore,56,3.544642857142857
509,"Piano, The",61,3.540983606557377
5349,Spider-Man,122,3.540983606557377
225,Disclosure,52,3.5384615384615383
648,Mission: Impossible,162,3.537037037037037
1517,Austin Powers: International Man of Mystery,100,3.535
454,"Firm, The",101,3.5346534653465347
377,Speed,171,3.5292397660818713
3408,Erin Brockovich,70,3.5285714285714285
2572,10 Things I Hate About You,54,3.5277777777777777
357,Four Weddings and a Funeral,103,3.5194174757281553
300,Quiz Show,81,3.5185185185185186
5956,Gangs of New York,55,3.518181818181818
1302,Field of Dreams,56,3.517857142857143
2355,"Bug's Life, A",92,3.516304347826087
8464,Super Size Me,50,3.51
4816,Zoolander,54,3.509259259259259
70,From Dusk Till Dawn,55,3.5090909090909093
34162,Wedding Crashers,58,3.5086206896551726
45722,Pirates of the Caribbean: Dead Man's Chest,72,3.5069444444444446
2011,Back to the Future Part II,87,3.5057471264367814
368,Maverick,74,3.5
380,True Lies,178,3.497191011235955
10,GoldenEye,132,3.496212121212121
21,Get Shorty,89,3.49438202247191
141,"Birdcage, The",86,3.494186046511628
2353,Enemy of the State,67,3.4925373134328357
8644,"I, Robot",61,3.4918032786885247
1580,Men in Black (a.k.a. MIB),165,3.487878787878788
597,Pretty Woman,135,3.4851851851851854
56174,I Am Legend,62,3.4838709677419355
2321,Pleasantville,61,3.4836065573770494
3033,Spaceballs,59,3.483050847457627
3994,Unbreakable,73,3.4794520547945207
1127,"Abyss, The",62,3.475806451612903
3081,Sleepy Hollow,62,3.475806451612903
3253,Wayne's World,61,3.4754098360655736
2174,Beetlejuice,91,3.4725274725274726
539,Sleepless in Seattle,106,3.4716981132075473
339,While You Were Sleeping,98,3.4693877551020407
2712,Eyes Wide Shut,53,3.4622641509433962
253,Interview with the Vampire: The Vampire Chronicles,109,3.458715596330275
2671,Notting Hill,56,3.455357142857143
2406,Romancing the Stone,54,3.4537037037037037
596,Pinocchio,60,3.45
3753,"Patriot, The",68,3.448529411764706
780,Independence Day (a.k.a. ID4),202,3.4455445544554455
59784,Kung Fu Panda,54,3.4444444444444446
41566,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The",62,3.443548387096774
104,Happy Gilmore,99,3.4393939393939394
53125,Pirates of the Caribbean: At World's End,56,3.4375
91500,The Hunger Games,54,3.435185185185185
587,Ghost,115,3.4347826086956523
2,Jumanji,110,3.4318181818181817
33493,Star Wars: Episode III - Revenge of the Sith,78,3.4294871794871793
592,Batman,189,3.4285714285714284
292,Outbreak,101,3.4257425742574257
2081,"Little Mermaid, The",67,3.425373134328358
1777,"Wedding Singer, The",56,3.419642857142857
3948,Meet the Parents,91,3.4175824175824174
1721,Titanic,140,3.414285714285714
1645,The Devil's Advocate,51,3.411764705882353
1370,Die Hard 2,68,3.4044117647058822
6863,School of Rock,66,3.4015151515151514
2080,Lady and the Tramp,55,3.4
266,Legends of the Fall,68,3.3970588235294117
329,Star Trek: Generations,108,3.3935185185185186
500,Mrs. Doubtfire,144,3.388888888888889
708,"Truth About Cats & Dogs, The",58,3.3879310344827585
350,"Client, The",57,3.3859649122807016
2706,American Pie,103,3.378640776699029
316,Stargate,140,3.375
2985,RoboCop,70,3.3714285714285714
1573,Face/Off,77,3.3701298701298703
2012,Back to the Future Part III,88,3.3693181818181817
2167,Blade,58,3.3620689655172415
3489,Hook,53,3.358490566037736
45499,X-Men: The Last Stand,52,3.355769230769231
6365,"Matrix Reloaded, The",96,3.3541666666666665
48385,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,65,3.3461538461538463
1608,Air Force One,58,3.3448275862068964
2657,"Rocky Horror Picture Show, The",63,3.3412698412698414
2105,Tron,50,3.34
4370,A.I. Artificial Intelligence,56,3.3392857142857144
1676,Starship Troopers,80,3.33125
736,Twister,123,3.321138211382114
6373,Bruce Almighty,71,3.316901408450704
1101,Top Gun,83,3.3012048192771086
39,Clueless,104,3.293269230769231
33679,Mr. & Mrs. Smith,59,3.2796610169491527
5299,My Big Fat Greek Wedding,60,3.2666666666666666
2302,My Cousin Vinny,59,3.26271186440678
552,"Three Musketeers, The",61,3.262295081967213
3,Grumpier Old Men,52,3.2596153846153846
145,Bad Boys,51,3.2450980392156863
288,Natural Born Killers,92,3.233695652173913
3717,Gone in 60 Seconds,61,3.221311475409836
317,"Santa Clause, The",81,3.2037037037037037
1407,Scream,70,3.2
2683,Austin Powers: The Spy Who Shagged Me,121,3.1983471074380163
7,Sabrina,54,3.185185185185185
367,"Mask, The",157,3.1847133757961785
2470,Crocodile Dundee,57,3.175438596491228
5502,Signs,63,3.1666666666666665
5378,Star Wars: Episode II - Attack of the Clones,92,3.157608695652174
4447,Legally Blonde,64,3.15625
6934,"Matrix Revolutions, The",79,3.151898734177215
34048,War of the Worlds,50,3.15
48,Pocahontas,68,3.1470588235294117
1380,Grease,68,3.139705882352941
4018,What Women Want,54,3.138888888888889
520,Robin Hood: Men in Tights,69,3.130434782608696
2617,"Mummy, The",87,3.1206896551724137
2424,You've Got Mail,50,3.12
2100,Splash,51,3.1176470588235294
786,Eraser,64,3.109375
2628,Star Wars: Episode I - The Phantom Menace,140,3.107142857142857
410,Addams Family Values,84,3.1011904761904763
2006,"Mask of Zorro, The",60,3.1
1391,Mars Attacks!,86,3.0930232558139537
442,Demolition Man,81,3.0925925925925926
653,Dragonheart,65,3.0923076923076924
168,First Knight,54,3.0833333333333335
370,Naked Gun 33 1/3: The Final Insult,58,3.060344827586207
231,Dumb & Dumber (Dumb and Dumber),133,3.0601503759398496
4025,Miss Congeniality,64,3.0546875
1917,Armageddon,92,3.0543478260869565
8361,"Day After Tomorrow, The",50,3.05
344,Ace Ventura: Pet Detective,161,3.040372670807453
185,"Net, The",112,3.0401785714285716
434,Cliffhanger,101,3.0346534653465347
1552,Con Air,59,3.0338983050847457
1485,Liar Liar,74,3.0337837837837838
1377,Batman Returns,60,3.025
95,Broken Arrow,84,3.0238095238095237
30793,Charlie and the Chocolate Factory,61,3.0
586,Home Alone,116,2.9956896551724137
5459,Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2),61,2.959016393442623
485,Last Action Hero,53,2.9339622641509435
3785,Scary Movie,50,2.92
153,Batman Forever,137,2.9160583941605838
208,Waterworld,115,2.9130434782608696
160,Congo,57,2.8771929824561404
466,Hot Shots! Part Deux,60,2.8666666666666667
5481,Austin Powers in Goldmember,65,2.8461538461538463
2699,Arachnophobia,53,2.811320754716981
158,Casper,62,2.806451612903226
784,"Cable Guy, The",54,2.8055555555555554
2710,"Blair Witch Project, The",64,2.796875
2054,"Honey, I Shrunk the Kids",68,2.7573529411764706
1544,"Lost World: Jurassic Park, The",67,2.753731343283582
788,"Nutty Professor, The",82,2.731707317073171
19,Ace Ventura: When Nature Calls,88,2.727272727272727
3977,Charlie's Angels,72,2.7222222222222223
420,Beverly Hills Cop III,59,2.7203389830508473
3623,Mission: Impossible II,77,2.7142857142857144
673,Space Jam,53,2.707547169811321
172,Johnny Mnemonic,53,2.6792452830188678
173,Judge Dredd,62,2.6693548387096775
432,City Slickers II: The Legend of Curly's Gold,55,2.6454545454545455
435,Coneheads,63,2.4206349206349205
2701,Wild Wild West,53,2.207547169811321
