movieId,clean_title,Total_Ratings,Average_Rating
2617,"Mummy, The",87,3.1206896551724137
2011,Back to the Future Part II,87,3.5057471264367814
2791,Airplane!,87,3.8563218390804597
5618,Spirited Away (Sen to Chihiro no kamikakushi),87,4.155172413793103
1653,Gattaca,86,3.953488372093023
141,"Birdcage, The",86,3.494186046511628
1246,Dead Poets Society,86,3.9593023255813953
1391,Mars Attacks!,86,3.0930232558139537
1307,When Harry Met Sally...,85,3.8588235294117648
1393,Jerry Maguire,85,3.5941176470588236
5218,Ice Age,85,3.6882352941176473
904,Rear Window,84,4.261904761904762
95,Broken Arrow,84,3.0238095238095237
410,Addams Family Values,84,3.1011904761904763
1220,"Blues Brothers, The",84,3.8095238095238093
32587,Sin City,84,3.857142857142857
1219,Psycho,83,4.036144578313253
3897,Almost Famous,83,3.8674698795180724
1101,Top Gun,83,3.3012048192771086
788,"Nutty Professor, The",82,2.731707317073171
16,Casino,82,3.926829268292683
1584,Contact,82,3.652439024390244
49272,Casino Royale,81,3.9444444444444446
54286,"Bourne Ultimatum, The",81,3.697530864197531
442,Demolition Man,81,3.0925925925925926
48394,"Pan's Labyrinth (Laberinto del fauno, El)",81,3.814814814814815
300,Quiz Show,81,3.5185185185185186
317,"Santa Clause, The",81,3.2037037037037037
1676,Starship Troopers,80,3.33125
62,Mr. Holland's Opus,80,3.70625
51662,300,80,3.68125
2291,Edward Scissorhands,80,3.7
1247,"Graduate, The",79,4.063291139240507
8636,Spider-Man 2,79,3.8037974683544302
6934,"Matrix Revolutions, The",79,3.151898734177215
3052,Dogma,79,3.6455696202531644
33493,Star Wars: Episode III - Revenge of the Sith,78,3.4294871794871793
3751,Chicken Run,78,3.551282051282051
3623,Mission: Impossible II,77,2.7142857142857144
1573,Face/Off,77,3.3701298701298703
1625,"Game, The",77,3.7012987012987013
337,What's Eating Gilbert Grape,77,3.7662337662337664
46578,Little Miss Sunshine,77,3.883116883116883
8874,Shaun of the Dead,77,4.0064935064935066
594,Snow White and the Seven Dwarfs,77,3.616883116883117
2700,"South Park: Bigger, Longer and Uncut",76,3.861842105263158
69122,"Hangover, The",76,3.6315789473684212
91529,"Dark Knight Rises, The",76,3.9934210526315788
25,Leaving Las Vegas,76,3.625
6333,X2: X-Men United,76,3.723684210526316
440,Dave,76,3.5460526315789473
1225,Amadeus,76,4.184210526315789
3175,Galaxy Quest,75,3.58
2692,Run Lola Run (Lola rennt),75,4.0
8665,"Bourne Supremacy, The",75,3.7866666666666666
2000,Lethal Weapon,75,3.6733333333333333
6016,City of God (Cidade de Deus),75,4.1466666666666665
3481,High Fidelity,75,3.6666666666666665
6711,Lost in Translation,74,4.033783783783784
1485,Liar Liar,74,3.0337837837837838
368,Maverick,74,3.5
35836,"40-Year-Old Virgin, The",74,3.5472972972972974
3994,Unbreakable,73,3.4794520547945207
109487,Interstellar,73,3.993150684931507
45722,Pirates of the Caribbean: Dead Man's Chest,72,3.5069444444444446
50872,Ratatouille,72,3.8680555555555554
3977,Charlie's Angels,72,2.7222222222222223
1201,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il)",72,4.145833333333333
63082,Slumdog Millionaire,71,3.8098591549295775
40815,Harry Potter and the Goblet of Fire,71,3.816901408450704
6373,Bruce Almighty,71,3.316901408450704
1079,"Fish Called Wanda, A",71,3.9225352112676055
99114,Django Unchained,71,3.943661971830986
1028,Mary Poppins,71,3.887323943661972
3408,Erin Brockovich,70,3.5285714285714285
1407,Scream,70,3.2
2985,RoboCop,70,3.3714285714285714
4034,Traffic,70,3.9
474,In the Line of Fire,70,3.692857142857143
11,"American President, The",70,3.6714285714285713
235,Ed Wood,70,3.6785714285714284
520,Robin Hood: Men in Tights,69,3.130434782608696
89745,"Avengers, The",69,3.869565217391304
1278,Young Frankenstein,69,3.9927536231884058
7147,Big Fish,69,3.8333333333333335
923,Citizen Kane,69,4.043478260869565
48,Pocahontas,68,3.1470588235294117
4979,"Royal Tenenbaums, The",68,3.6838235294117645
1370,Die Hard 2,68,3.4044117647058822
2054,"Honey, I Shrunk the Kids",68,2.7573529411764706
266,Legends of the Fall,68,3.3970588235294117
3753,"Patriot, The",68,3.448529411764706
1380,Grease,68,3.139705882352941
1544,"Lost World: Jurassic Park, The",67,2.753731343283582
2081,"Little Mermaid, The",67,3.425373134328358
2542,"Lock, Stock & Two Smoking Barrels",67,4.052238805970149
74458,Shutter Island,67,4.022388059701493
17,Sense and Sensibility,67,3.7761194029850746
36,Dead Man Walking,67,3.8358208955223883
4262,Scarface,67,3.9328358208955225
2353,Enemy of the State,67,3.4925373134328357
163,Desperado,66,3.5606060606060606
6863,School of Rock,66,3.4015151515151514
508,Philadelphia,66,3.6136363636363638
1288,This Is Spinal Tap,66,4.015151515151516
70286,District 9,65,3.776923076923077
553,Tombstone,65,3.8153846153846156
653,Dragonheart,65,3.0923076923076924
5481,Austin Powers in Goldmember,65,2.8461538461538463
56367,Juno,65,3.769230769230769
2194,"Untouchables, The",65,3.9384615384615387
555,True Romance,65,3.8
48385,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,65,3.3461538461538463
4246,Bridget Jones's Diary,65,3.623076923076923
4447,Legally Blonde,64,3.15625
55820,No Country for Old Men,64,3.8984375
4025,Miss Congeniality,64,3.0546875
1035,"Sound of Music, The",64,3.9375
1234,"Sting, The",64,3.9765625
48774,Children of Men,64,3.9453125
786,Eraser,64,3.109375
1954,Rocky,64,3.828125
353,"Crow, The",64,3.609375
2710,"Blair Witch Project, The",64,2.796875
1090,Platoon,63,3.984126984126984
2657,"Rocky Horror Picture Show, The",63,3.3412698412698414
5502,Signs,63,3.1666666666666665
435,Coneheads,63,2.4206349206349205
3671,Blazing Saddles,62,3.935483870967742
7143,"Last Samurai, The",62,3.903225806451613
173,Judge Dredd,62,2.6693548387096775
1304,Butch Cassidy and the Sundance Kid,62,3.943548387096774
3081,Sleepy Hollow,62,3.475806451612903
41566,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The",62,3.443548387096774
56174,I Am Legend,62,3.4838709677419355
1127,"Abyss, The",62,3.475806451612903
158,Casper,62,2.806451612903226
1374,Star Trek II: The Wrath of Khan,62,3.7661290322580645
3421,Animal House,62,3.693548387096774
8644,"I, Robot",61,3.4918032786885247
3527,Predator,61,3.581967213114754
51255,Hot Fuzz,61,4.0
3253,Wayne's World,61,3.4754098360655736
3717,Gone in 60 Seconds,61,3.221311475409836
30793,Charlie and the Chocolate Factory,61,3.0
552,"Three Musketeers, The",61,3.262295081967213
5459,Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2),61,2.959016393442623
2321,Pleasantville,61,3.4836065573770494
509,"Piano, The",61,3.540983606557377
2640,Superman,61,3.6065573770491803
466,Hot Shots! Part Deux,60,2.8666666666666667
903,Vertigo,60,4.025
3471,Close Encounters of the Third Kind,60,3.7416666666666667
2006,"Mask of Zorro, The",60,3.1
596,Pinocchio,60,3.45
5299,My Big Fat Greek Wedding,60,3.2666666666666666
1377,Batman Returns,60,3.025
1552,Con Air,59,3.0338983050847457
1199,Brazil,59,4.177966101694915
112852,Guardians of the Galaxy,59,4.0508474576271185
3535,American Psycho,59,3.788135593220339
6942,Love Actually,59,3.788135593220339
1500,Grosse Pointe Blank,59,3.610169491525424
3033,Spaceballs,59,3.483050847457627
420,Beverly Hills Cop III,59,2.7203389830508473
68358,Star Trek,59,3.864406779661017
33679,Mr. & Mrs. Smith,59,3.2796610169491527
2302,My Cousin Vinny,59,3.26271186440678
1252,Chinatown,59,4.211864406779661
6378,"Italian Job, The",59,3.6186440677966103
953,It's a Wonderful Life,58,4.0344827586206895
708,"Truth About Cats & Dogs, The",58,3.3879310344827585
1230,Annie Hall,58,3.8706896551724137
34162,Wedding Crashers,58,3.5086206896551726
370,Naked Gun 33 1/3: The Final Insult,58,3.060344827586207
2167,Blade,58,3.3620689655172415
1394,Raising Arizona,58,3.9913793103448274
54001,Harry Potter and the Order of the Phoenix,58,3.8620689655172415
6502,28 Days Later,58,3.9741379310344827
69844,Harry Potter and the Half-Blood Prince,58,3.8879310344827585
73017,Sherlock Holmes,58,3.853448275862069
1207,To Kill a Mockingbird,58,4.120689655172414
5669,Bowling for Columbine,58,3.7758620689655173
81845,"King's Speech, The",58,4.043103448275862
1608,Air Force One,58,3.3448275862068964
908,North by Northwest,57,4.184210526315789
160,Congo,57,2.8771929824561404
80463,"Social Network, The",57,3.8859649122807016
2268,"Few Good Men, A",57,3.789473684210526
350,"Client, The",57,3.3859649122807016
1203,12 Angry Men,57,4.149122807017544
2005,"Goonies, The",57,3.5701754385964914
1276,Cool Hand Luke,57,4.271929824561403
8641,Anchorman: The Legend of Ron Burgundy,57,3.7719298245614037
2470,Crocodile Dundee,57,3.175438596491228
2599,Election,56,3.6607142857142856
2529,Planet of the Apes,56,3.8035714285714284
2671,Notting Hill,56,3.455357142857143
1641,"Full Monty, The",56,3.7589285714285716
2395,Rushmore,56,3.544642857142857
53125,Pirates of the Caribbean: At World's End,56,3.4375
1148,Wallace & Gromit: The Wrong Trousers,56,4.035714285714286
4370,A.I. Artificial Intelligence,56,3.3392857142857144
1302,Field of Dreams,56,3.517857142857143
1777,"Wedding Singer, The",56,3.419642857142857
4308,Moulin Rouge,55,3.590909090909091
5956,Gangs of New York,55,3.518181818181818
2080,Lady and the Tramp,55,3.4
78499,Toy Story 3,55,4.109090909090909
54503,Superbad,55,3.8636363636363638
2804,"Christmas Story, A",55,3.9727272727272727
4720,"Others, The",55,3.6272727272727274
432,City Slickers II: The Legend of Curly's Gold,55,2.6454545454545455
70,From Dusk Till Dawn,55,3.5090909090909093
7,Sabrina,54,3.185185185185185
2406,Romancing the Stone,54,3.4537037037037037
59784,Kung Fu Panda,54,3.4444444444444446
4816,Zoolander,54,3.509259259259259
106782,"Wolf of Wall Street, The",54,3.9166666666666665
122904,Deadpool,54,3.8333333333333335
2572,10 Things I Hate About You,54,3.5277777777777777
91500,The Hunger Games,54,3.435185185185185
168,First Knight,54,3.0833333333333335
784,"Cable Guy, The",54,2.8055555555555554
4018,What Women Want,54,3.138888888888889
2701,Wild Wild West,53,2.207547169811321
673,Space Jam,53,2.707547169811321
2947,Goldfinger,53,3.839622641509434
2712,Eyes Wide Shut,53,3.4622641509433962
2699,Arachnophobia,53,2.811320754716981
3489,Hook,53,3.358490566037736
1997,"Exorcist, The",53,3.80188679245283
1282,Fantasia,53,3.7830188679245285
172,Johnny Mnemonic,53,2.6792452830188678
3911,Best in Show,53,3.688679245283019
485,Last Action Hero,53,2.9339622641509435
2078,"Jungle Book, The",53,3.830188679245283
76093,How to Train Your Dragon,53,3.943396226415094
49530,Blood Diamond,53,3.7641509433962264
71535,Zombieland,53,3.8773584905660377
1466,Donnie Brasco,52,3.7403846153846154
109374,"Grand Budapest Hotel, The",52,3.7788461538461537
52973,Knocked Up,52,3.6538461538461537
1639,Chasing Amy,52,3.576923076923077
3,Grumpier Old Men,52,3.2596153846153846
3552,Caddyshack,52,3.826923076923077
30707,Million Dollar Baby,52,3.8461538461538463
225,Disclosure,52,3.5384615384615383
6870,Mystic River,52,3.7115384615384617
45499,X-Men: The Last Stand,52,3.355769230769231
3160,Magnolia,52,3.7115384615384617
145,Bad Boys,51,3.2450980392156863
1645,The Devil's Advocate,51,3.411764705882353
4776,Training Day,51,3.7941176470588234
4848,Mulholland Drive,51,3.843137254901961
2100,Splash,51,3.1176470588235294
1215,Army of Darkness,51,4.03921568627451
4239,Blow,51,3.8137254901960786
2105,Tron,50,3.34
3785,Scary Movie,50,2.92
116797,The Imitation Game,50,4.02
8464,Super Size Me,50,3.51
34405,Serenity,50,3.94
34048,War of the Worlds,50,3.15
33166,Crash,50,3.89
8361,"Day After Tomorrow, The",50,3.05
88125,Harry Potter and the Deathly Hallows: Part 2,50,3.91
96079,Skyfall,50,3.81
333,Tommy Boy,50,3.78
5010,Black Hawk Down,50,3.81
2424,You've Got Mail,50,3.12
910,Some Like It Hot,50,4.01
2641,Superman II,49,3.020408163265306
661,James and the Giant Peach,49,3.4489795918367347
216,Billy Madison,49,3.326530612244898
45447,"Da Vinci Code, The",49,3.122448979591837
2144,Sixteen Candles,49,3.6020408163265305
5991,Chicago,49,3.7244897959183674
5464,Road to Perdition,49,3.520408163265306
3176,"Talented Mr. Ripley, The",49,3.336734693877551
4643,Planet of the Apes,49,2.7448979591836733
5,Father of the Bride Part II,49,3.0714285714285716
30749,Hotel Rwanda,48,3.7916666666666665
186,Nine Months,48,2.8229166666666665
8784,Garden State,48,3.7083333333333335
2019,Seven Samurai (Shichinin no samurai),48,4.1875
1275,Highlander,48,3.7291666666666665
2694,Big Daddy,48,3.1979166666666665
7458,Troy,48,3.4270833333333335
3000,Princess Mononoke (Mononoke-hime),48,3.9583333333333335
745,Wallace & Gromit: A Close Shave,48,3.8958333333333335
1748,Dark City,48,3.8229166666666665
2763,"Thomas Crown Affair, The",48,3.6458333333333335
1729,Jackie Brown,48,3.6979166666666665
134130,The Martian,48,4.0
2539,Analyze This,47,3.095744680851064
5679,"Ring, The",47,3.202127659574468
783,"Hunchback of Notre Dame, The",47,3.3297872340425534
1320,Alien³ (a.k.a. Alien 3),47,3.148936170212766
81834,Harry Potter and the Deathly Hallows: Part 1,47,3.9893617021276597
899,Singin' in the Rain,47,4.074468085106383
1092,Basic Instinct,47,3.1914893617021276
1367,101 Dalmatians,47,3.074468085106383
2717,Ghostbusters II,47,3.0
1921,Pi,47,3.851063829787234
7293,50 First Dates,47,3.5531914893617023
4014,Chocolat,47,3.521276595744681
77561,Iron Man 2,47,3.5106382978723403
2001,Lethal Weapon 2,47,3.1808510638297873
1358,Sling Blade,47,3.8404255319148937
1994,Poltergeist,47,3.425531914893617
122882,Mad Max: Fury Road,47,3.8191489361702127
8529,"Terminal, The",47,3.3191489361702127
112,Rumble in the Bronx (Hont faan kui),46,3.5434782608695654
44,Mortal Kombat,46,2.5434782608695654
1884,Fear and Loathing in Las Vegas,46,3.967391304347826
64614,Gran Torino,46,3.9456521739130435
802,Phenomenon,46,3.3369565217391304
2076,Blue Velvet,46,3.9456521739130435
2002,Lethal Weapon 3,46,2.9347826086956523
5060,M*A*S*H (a.k.a. MASH),46,3.9347826086956523
3752,"Me, Myself & Irene",46,3.0869565217391304
5902,Adaptation,46,3.9456521739130435
47099,"Pursuit of Happyness, The",46,3.7934782608695654
54272,"Simpsons Movie, The",46,3.619565217391304
7254,The Butterfly Effect,46,3.630434782608696
1396,Sneakers,46,3.4782608695652173
5995,"Pianist, The",46,4.108695652173913
4085,Beverly Hills Cop,46,3.402173913043478
4369,"Fast and the Furious, The",45,3.066666666666667
2288,"Thing, The",45,3.933333333333333
2294,Antz,45,3.2444444444444445
920,Gone with the Wind,45,3.6444444444444444
196,Species,45,2.6666666666666665
1204,Lawrence of Arabia,45,4.3
2023,"Godfather: Part III, The",45,3.3555555555555556
2490,Payback,45,3.422222222222222
1907,Mulan,45,3.566666666666667
1250,"Bridge on the River Kwai, The",45,4.122222222222222
236,French Kiss,45,3.477777777777778
31685,Hitch,45,3.1666666666666665
1183,"English Patient, The",45,3.7111111111111112
1722,Tomorrow Never Dies,45,3.066666666666667
6537,Terminator 3: Rise of the Machines,45,3.0444444444444443
1690,Alien: Resurrection,45,2.922222222222222
1371,Star Trek: The Motion Picture,45,3.0444444444444443
4718,American Pie 2,45,3.066666666666667
3863,"Cell, The",45,3.0444444444444443
2890,Three Kings,45,3.7111111111111112
4571,Bill & Ted's Excellent Adventure,45,3.7
616,"Aristocats, The",45,3.411111111111111
3255,"League of Their Own, A",45,3.466666666666667
4270,"Mummy Returns, The",45,3.088888888888889
1266,Unforgiven,45,4.111111111111111
52722,Spider-Man 3,44,3.0
79702,Scott Pilgrim vs. the World,44,3.7045454545454546
151,Rob Roy,44,3.5454545454545454
111759,Edge of Tomorrow,44,3.977272727272727
3755,"Perfect Storm, The",44,3.1704545454545454
3499,Misery,44,3.840909090909091
46976,Stranger than Fiction,44,3.6931818181818183
33004,"Hitchhiker's Guide to the Galaxy, The",44,3.4204545454545454
5903,Equilibrium,44,3.875
849,Escape from L.A.,44,2.9204545454545454
8798,Collateral,44,3.7613636363636362
5377,About a Boy,44,3.715909090909091
913,"Maltese Falcon, The",44,4.170454545454546
2085,101 Dalmatians (One Hundred and One Dalmatians),44,3.4318181818181817
1333,"Birds, The",44,3.602272727272727
37729,Corpse Bride,44,3.534090909090909
4975,Vanilla Sky,44,3.4204545454545454
3363,American Graffiti,43,3.8488372093023258
852,Tin Cup,43,3.1744186046511627
1376,Star Trek IV: The Voyage Home,43,3.4767441860465116
497,Much Ado About Nothing,43,3.813953488372093
3624,Shanghai Noon,43,3.1511627906976742
60684,Watchmen,43,3.988372093023256
3275,"Boondock Saints, The",43,4.22093023255814
8984,Ocean's Twelve,43,3.2906976744186047
3448,"Good Morning, Vietnam",43,3.802325581395349
134853,Inside Out,43,3.813953488372093
76251,Kick-Ass,43,3.6511627906976742
2605,Entrapment,43,2.988372093023256
1263,"Deer Hunter, The",43,3.8255813953488373
1262,"Great Escape, The",43,4.127906976744186
2161,"NeverEnding Story, The",43,3.5813953488372094
252,I.Q.,43,3.453488372093023
2455,"Fly, The",43,3.383720930232558
4310,Pearl Harbor,43,2.9651162790697674
47610,"Illusionist, The",43,3.7790697674418605
2278,Ronin,43,3.5232558139534884
1876,Deep Impact,43,3.0697674418604652
87232,X-Men: First Class,43,3.7906976744186047
1597,Conspiracy Theory,43,2.941860465116279
2407,Cocoon,43,3.2674418604651163
3868,"Naked Gun: From the Files of Police Squad!, The",42,3.4047619047619047
1022,Cinderella,42,3.488095238095238
3301,"Whole Nine Yards, The",42,3.5238095238095237
431,Carlito's Way,42,3.738095238095238
2273,Rush Hour,42,3.261904761904762
2915,Risky Business,42,3.4404761904761907
1042,That Thing You Do!,42,3.2738095238095237
441,Dazed and Confused,42,3.9285714285714284
1088,Dirty Dancing,42,3.369047619047619
1909,"X-Files: Fight the Future, The",42,3.4404761904761907
2724,Runaway Bride,42,2.8333333333333335
59369,Taken,42,3.619047619047619
785,Kingpin,42,3.369047619047619
81591,Black Swan,42,3.630952380952381
1562,Batman & Robin,42,2.2142857142857144
1094,"Crying Game, The",42,3.4404761904761907
1967,Labyrinth,42,3.8214285714285716
91658,"Girl with the Dragon Tattoo, The",42,3.488095238095238
355,"Flintstones, The",42,2.357142857142857
3210,Fast Times at Ridgemont High,42,3.4761904761904763
1372,Star Trek VI: The Undiscovered Country,42,3.3452380952380953
1375,Star Trek III: The Search for Spock,42,3.261904761904762
69757,(500) Days of Summer,42,3.6666666666666665
261,Little Women,42,3.880952380952381
57669,In Bruges,41,4.158536585365853
494,Executive Decision,41,3.3780487804878048
5810,8 Mile,41,3.292682926829268
543,So I Married an Axe Murderer,41,3.317073170731707
2968,Time Bandits,41,3.731707317073171
55247,Into the Wild,41,3.902439024390244
7373,Hellboy,41,3.3780487804878048
115617,Big Hero 6,41,3.8536585365853657
1242,Glory,41,4.170731707317073
1285,Heathers,41,3.731707317073171
122886,Star Wars: Episode VII - The Force Awakens,41,3.8536585365853657
2003,Gremlins,41,3.3780487804878048
4299,"Knight's Tale, A",41,3.341463414634146
3418,Thelma & Louise,41,3.4634146341463414
762,Striptease,41,2.4146341463414633
45517,Cars,41,3.3780487804878048
2087,Peter Pan,41,3.573170731707317
3916,Remember the Titans,41,3.7439024390243905
